9,3,,,,1,72,,,,3.08219,0.89
3,7,,,,88,1,,,,3.04494,0.89
13,3,,,,1,86,,,,3.11494,0.89
3,5,,,,98,4,,,,3.07843,0.89
4,3,,,,1,75,,,,3.01316,0.89
3,7,,,,70,2,,,,3.11111,0.89
3,20,,,,91,1,,,,3.18478,0.89
16,3,,,,1,66,,,,3.19403,0.89
3,9,,,,76,1,,,,3.07792,0.89
3,4,3.0,,,13,5,59.0,,,3.06494,0.89
4,3,,,,6,87,,,,3.06452,0.89
4,3,3.0,,,5,40,17.0,,,3.08065,0.89
5,3,,,,1,23,,,,3.08333,0.89
3,12,,,,96,1,,,,3.09278,0.89
17,3,3.0,,,1,83,98.0,,,3.07692,0.89
5,3,,,,5,98,,,,3.09709,0.89
6,3,,,,2,94,,,,3.0625,0.89
24,3,,,,1,94,,,,3.22105,0.89
3,5,3.0,3.0,,18,10,92.0,94.0,,3.09346,0.89
20,3,,,,1,89,,,,3.18889,0.89
6,3,,,,1,79,,,,3.0375,0.89
4,3,,,,5,83,,,,3.05682,0.89
4,3,,,,8,92,,,,3.08,0.89
3,18,,,,89,1,,,,3.16667,0.89
4,3,,,,1,11,,,,3.08333,0.89
3,4,,,,48,4,,,,3.07692,0.89
3,4,,,,41,1,,,,3.02381,0.89
5,3,,,,3,100,,,,3.05825,0.89
3,17,,,,96,1,,,,3.14433,0.89
3,4,3.0,,,90,8,46.0,,,3.05556,0.89
4,3,,,,2,52,,,,3.03704,0.89
3,6,,,,82,1,,,,3.03614,0.89
3,6,,,,84,3,,,,3.10345,0.89
4,3,,,,1,66,,,,3.01493,0.89
6,3,,,,1,79,,,,3.0375,0.89
3,8,,,,73,1,,,,3.06757,0.89
3,5,,,,45,2,,,,3.08511,0.89
3,10,,,,98,1,,,,3.07071,0.89
4,3,,,,6,65,,,,3.08451,0.89
4,3,,,,1,74,,,,3.01333,0.89
4,3,,,,1,46,,,,3.02128,0.89
3,5,,,,63,2,,,,3.06154,0.89
3,23,,,,90,1,,,,3.21978,0.89
10,3,3.0,,,2,89,47.0,,,3.10145,0.89
3,5,,,,74,2,,,,3.05263,0.89
6,3,,,,1,75,,,,3.03947,0.89
6,3,,,,1,47,,,,3.0625,0.89
9,3,3.0,3.0,,2,25,65.0,69.0,,3.07453,0.89
3,4,,,,99,2,,,,3.0198,0.89
3,19,,,,81,1,,,,3.19512,0.89
3,4,,,,37,3,,,,3.075,0.89
4,3,,,,2,24,,,,3.07692,0.89
3,6,,,,97,2,,,,3.06061,0.89
3,13,3.0,,,22,2,95.0,,,3.16807,0.89
5,3,,,,1,28,,,,3.06897,0.89
3,3,19.0,,,88,11,1.0,,,3.16,0.89
3,6,3.0,,,68,3,44.0,,,3.07826,0.89
6,3,,,,1,39,,,,3.075,0.89
3,18,,,,83,1,,,,3.17857,0.89
3,3,5.0,,,48,81,4.0,,,3.06015,0.89
3,4,,,,74,7,,,,3.08642,0.89
4,3,,,,9,78,,,,3.10345,0.89
3,22,,,,99,1,,,,3.19,0.89
10,3,,,,1,51,,,,3.13462,0.89
6,3,,,,3,72,,,,3.12,0.89
16,3,,,,1,76,,,,3.16883,0.89
3,7,,,,87,2,,,,3.08989,0.89
3,20,,,,98,1,,,,3.17172,0.89
3,26,3.0,,,83,1,38.0,,,3.18852,0.89
3,21,,,,83,1,,,,3.21429,0.89
3,3,4.0,3.0,,99,14,8.0,1.0,,3.06557,0.89
3,17,3.0,,,33,1,58.0,,,3.15217,0.89
3,8,,,,70,2,,,,3.13889,0.89
3,30,,,,92,1,,,,3.29032,0.89
4,3,,,,2,39,,,,3.04878,0.89
3,16,,,,80,1,,,,3.16049,0.89
3,4,,,,77,5,,,,3.06098,0.89
3,3,6.0,,,77,65,3.0,,,3.06207,0.89
3,5,,,,100,4,,,,3.07692,0.89
3,6,,,,93,2,,,,3.06316,0.89
5,3,,,,4,95,,,,3.08081,0.89
3,4,,,,66,9,,,,3.12,0.89
3,4,,,,31,1,,,,3.03125,0.89
13,3,,,,1,63,,,,3.15625,0.89
4,27,3.0,,,2,1,90.0,,,3.27957,0.89
3,6,,,,76,3,,,,3.11392,0.89
3,5,,,,98,6,,,,3.11538,0.89
12,3,,,,1,66,,,,3.13433,0.89
3,4,,,,84,8,,,,3.08696,0.89
4,3,3.0,,,6,12,100.0,,,3.05085,0.89
14,3,,,,1,93,,,,3.11702,0.89
17,3,3.0,,,1,100,99.0,,,3.07,0.89
4,3,,,,1,40,,,,3.02439,0.89
5,3,,,,1,90,,,,3.02198,0.89
3,7,,,,63,1,,,,3.0625,0.89
7,3,,,,3,99,,,,3.11765,0.89
6,3,,,,3,67,,,,3.12857,0.89
4,3,,,,4,56,,,,3.06667,0.89
22,3,,,,1,81,,,,3.23171,0.89
3,5,,,,32,1,,,,3.06061,0.89
18,3,,,,1,73,,,,3.2027,0.89
6,3,,,,1,61,,,,3.04839,0.89
24,3,,,,1,95,,,,3.21875,0.89
4,3,,,,3,67,,,,3.04286,0.89
3,6,,,,46,1,,,,3.06383,0.89
3,3,3.0,4.0,,19,93,14.0,15.0,,3.10638,0.89
29,3,,,,1,97,,,,3.26531,0.89
7,3,,,,2,95,,,,3.08247,0.89
3,8,,,,58,1,,,,3.08475,0.89
7,3,,,,1,89,,,,3.04444,0.89
18,3,,,,1,100,,,,3.14851,0.89
3,3,17.0,,,94,76,1.0,,,3.08187,0.89
3,30,,,,91,1,,,,3.29348,0.89
12,3,,,,1,65,,,,3.13636,0.89
3,6,,,,60,2,,,,3.09677,0.89
5,3,,,,3,50,,,,3.11321,0.89
3,29,,,,72,1,,,,3.35616,0.89
3,3,6.0,,,21,59,1.0,,,3.03704,0.89
10,3,,,,1,65,,,,3.10606,0.89
5,3,,,,2,64,,,,3.06061,0.89
3,4,,,,70,4,,,,3.05405,0.89
3,5,,,,77,1,,,,3.02564,0.89
3,25,,,,99,1,,,,3.22,0.89
12,3,,,,1,68,,,,3.13043,0.89
3,5,,,,94,2,,,,3.04167,0.89
3,20,3.0,,,80,1,46.0,,,3.13386,0.89
13,3,,,,1,78,,,,3.12658,0.89
4,3,3.0,,,4,88,35.0,,,3.0315,0.89
3,5,3.0,,,9,3,44.0,,,3.10714,0.89
3,11,,,,90,1,,,,3.08791,0.89
3,17,,,,100,1,,,,3.13861,0.89
8,3,,,,1,62,,,,3.07937,0.89
6,3,,,,1,96,,,,3.03093,0.89
3,5,,,,63,1,,,,3.03125,0.89
3,22,3.0,,,79,1,81.0,,,3.11801,0.89
3,8,,,,87,2,,,,3.11236,0.89
3,4,,,,40,3,,,,3.06977,0.89
11,3,,,,1,67,,,,3.11765,0.89
6,3,,,,1,24,,,,3.12,0.89
3,4,,,,86,8,,,,3.08511,0.89
3,7,,,,66,2,,,,3.11765,0.89
7,3,,,,2,83,,,,3.09412,0.89
10,3,,,,2,95,,,,3.14433,0.89
3,5,,,,68,2,,,,3.05714,0.89
3,5,,,,55,2,,,,3.07018,0.89
3,6,,,,81,2,,,,3.07229,0.89
3,7,,,,87,1,,,,3.04545,0.89
9,3,,,,2,90,,,,3.13043,0.89
3,3,4.0,,,13,91,6.0,,,3.05455,0.89
3,4,,,,84,2,,,,3.02326,0.89
3,3,7.0,,,48,84,1.0,,,3.03008,0.89
3,5,,,,97,5,,,,3.09804,0.89
8,3,,,,1,55,,,,3.08929,0.89
3,3,7.0,,,17,72,1.0,,,3.04444,0.89
7,3,,,,1,96,,,,3.04124,0.89
3,4,,,,99,6,,,,3.05714,0.89
6,3,,,,2,61,,,,3.09524,0.89
4,3,,,,7,75,,,,3.08537,0.89
9,3,3.0,,,1,88,64.0,,,3.03922,0.89
3,6,,,,53,1,,,,3.05556,0.89
5,3,,,,2,60,,,,3.06452,0.89
3,4,,,,94,10,,,,3.09615,0.89
3,18,,,,92,1,,,,3.16129,0.89
15,3,,,,1,68,,,,3.17391,0.89
19,3,,,,1,85,,,,3.18605,0.89
3,3,27.0,,,91,61,1.0,,,3.15686,0.89
4,3,,,,10,87,,,,3.10309,0.89
22,3,,,,1,89,,,,3.21111,0.89
4,3,,,,5,69,,,,3.06757,0.89
7,3,,,,1,100,,,,3.0396,0.89
3,6,,,,100,2,,,,3.05882,0.89
3,3,10.0,,,64,5,1.0,,,3.1,0.89
4,3,,,,1,57,,,,3.01724,0.89
3,9,,,,77,1,,,,3.07692,0.89
4,3,,,,4,63,,,,3.0597,0.89
3,4,,,,31,1,,,,3.03125,0.89
3,4,,,,68,4,,,,3.05556,0.89
12,3,,,,1,90,,,,3.0989,0.89
4,3,,,,1,64,,,,3.01538,0.89
18,3,,,,1,80,,,,3.18519,0.89
5,3,,,,2,67,,,,3.05797,0.89
6,3,,,,1,51,,,,3.05769,0.89
5,3,,,,3,89,,,,3.06522,0.89
4,3,,,,9,66,,,,3.12,0.89
3,5,,,,61,2,,,,3.06349,0.89
5,3,,,,1,98,,,,3.0202,0.89
3,8,,,,96,1,,,,3.05155,0.89
4,3,,,,3,46,,,,3.06122,0.89
4,3,,,,2,38,,,,3.05,0.89
3,4,,,,83,6,,,,3.06742,0.89
3,5,,,,91,4,,,,3.08421,0.89
3,4,,,,54,6,,,,3.1,0.89
3,6,,,,73,2,,,,3.08,0.89
4,3,,,,4,59,,,,3.06349,0.89
3,5,,,,64,2,,,,3.06061,0.89
4,3,,,,2,21,,,,3.08696,0.89
3,20,,,,93,1,,,,3.18085,0.89
3,6,,,,41,1,,,,3.07143,0.89
3,26,,,,90,1,,,,3.25275,0.89
3,3,17.0,,,44,73,1.0,,,3.11864,0.89
3,4,,,,77,3,,,,3.0375,0.89
21,3,,,,1,100,,,,3.17822,0.89
7,3,,,,1,78,,,,3.05063,0.89
3,8,,,,86,2,,,,3.11364,0.89
6,3,,,,3,79,,,,3.10976,0.89
13,3,,,,1,76,,,,3.12987,0.89
3,4,,,,59,2,,,,3.03279,0.89
3,4,,,,80,2,,,,3.02439,0.89
21,3,,,,1,80,,,,3.22222,0.89
3,8,,,,56,1,,,,3.08772,0.89
5,3,,,,1,81,,,,3.02439,0.89
3,10,,,,48,1,,,,3.14286,0.89
6,3,,,,2,52,,,,3.11111,0.89
4,3,,,,7,80,,,,3.08046,0.89
4,3,,,,1,40,,,,3.02439,0.89
5,3,,,,2,94,,,,3.04167,0.89
3,4,,,,82,4,,,,3.04651,0.89
3,4,,,,33,4,,,,3.10811,0.89
4,3,,,,10,90,,,,3.1,0.89
3,25,,,,95,1,,,,3.22917,0.89
4,3,,,,7,64,,,,3.09859,0.89
3,28,,,,98,1,,,,3.25253,0.89
3,8,,,,86,1,,,,3.05747,0.89
3,6,,,,92,1,,,,3.03226,0.89
3,11,,,,70,1,,,,3.11268,0.89
3,9,5.0,3.0,,35,1,1.0,60.0,,3.08247,0.89
7,3,,,,1,78,,,,3.05063,0.89
4,3,,,,8,81,,,,3.08989,0.89
4,3,,,,3,90,,,,3.03226,0.89
3,5,,,,70,4,,,,3.10811,0.89
3,4,,,,70,8,,,,3.10256,0.89
3,5,,,,88,3,,,,3.06593,0.89
8,3,,,,2,78,,,,3.125,0.89
21,3,,,,1,98,,,,3.18182,0.89
8,3,,,,1,57,,,,3.08621,0.89
3,27,3.0,,,100,2,75.0,,,3.27119,0.89
3,7,3.0,,,76,2,38.0,,,3.06897,0.89
10,3,,,,1,91,,,,3.07609,0.89
4,3,,,,3,37,,,,3.075,0.89
3,4,,,,44,1,,,,3.02222,0.89
3,6,,,,64,1,,,,3.04615,0.89
3,11,,,,65,1,,,,3.12121,0.89
4,3,,,,2,49,,,,3.03922,0.89
3,5,,,,33,1,,,,3.05882,0.89
4,3,,,,5,95,,,,3.05,0.89
3,26,,,,97,1,,,,3.23469,0.89
5,3,,,,3,69,,,,3.08333,0.89
3,3,7.0,,,95,10,3.0,,,3.11111,0.89
4,3,,,,2,31,,,,3.06061,0.89
3,8,,,,81,1,,,,3.06098,0.89
19,3,,,,1,79,,,,3.2,0.89
4,3,,,,4,79,,,,3.04819,0.89
4,3,3.0,,,3,78,83.0,,,3.01829,0.89
28,3,,,,1,98,,,,3.25253,0.89
9,3,,,,1,100,,,,3.05941,0.89
3,6,,,,45,1,,,,3.06522,0.89
3,4,3.0,,,72,5,41.0,,,3.04237,0.89
8,3,,,,2,76,,,,3.12821,0.89
3,14,,,,93,1,,,,3.11702,0.89
3,22,,,,99,1,,,,3.19,0.89
3,17,,,,99,1,,,,3.14,0.89
3,3,8.0,,,88,3,1.0,,,3.05435,0.89
14,3,,,,1,67,,,,3.16176,0.89
6,3,,,,1,73,,,,3.04054,0.89
3,24,,,,98,1,,,,3.21212,0.89
3,28,,,,83,1,,,,3.29762,0.89
14,3,3.0,,,1,38,92.0,,,3.08397,0.89
3,8,,,,84,1,,,,3.05882,0.89
22,3,,,,1,84,,,,3.22353,0.89
5,3,,,,5,93,,,,3.10204,0.89
3,4,,,,99,1,,,,3.01,0.89
3,7,,,,30,1,,,,3.12903,0.89
3,4,,,,63,9,,,,3.125,0.89
5,3,,,,2,76,,,,3.05128,0.89
3,6,3.0,3.0,,86,1,89.0,54.0,,3.01304,0.89
3,4,,,,100,10,,,,3.09091,0.89
3,4,,,,100,6,,,,3.0566,0.89
30,3,,,,1,82,,,,3.3253,0.89
4,3,,,,7,97,,,,3.06731,0.89
4,3,,,,11,90,,,,3.10891,0.89
9,3,,,,1,75,,,,3.07895,0.89
14,3,,,,1,93,,,,3.11702,0.89
4,3,,,,1,93,,,,3.01064,0.89
3,10,,,,100,1,,,,3.06931,0.89
3,8,,,,91,2,,,,3.10753,0.89
3,30,,,,97,1,,,,3.27551,0.89
4,3,,,,7,90,,,,3.07216,0.89
3,9,,,,64,1,,,,3.09231,0.89
3,4,,,,11,1,,,,3.08333,0.89
3,5,,,,55,2,,,,3.07018,0.89
4,3,,,,8,84,,,,3.08696,0.89
10,3,,,,1,50,,,,3.13725,0.89
3,7,,,,50,1,,,,3.07843,0.89
4,3,,,,1,10,,,,3.09091,0.89
3,16,,,,92,1,,,,3.13978,0.89
3,4,,,,90,1,,,,3.01099,0.89
3,15,,,,72,1,,,,3.16438,0.89
3,13,3.0,,,17,1,80.0,,,3.10204,0.89
5,3,,,,5,83,,,,3.11364,0.89
3,8,,,,95,1,,,,3.05208,0.89
3,5,3.0,,,97,5,60.0,,,3.06173,0.89
16,3,,,,1,86,,,,3.14943,0.89
3,4,,,,70,2,,,,3.02778,0.89
3,3,10.0,,,98,100,1.0,,,3.03518,0.89
3,8,,,,95,1,,,,3.05208,0.89
3,5,,,,45,2,,,,3.08511,0.89
3,8,,,,55,1,,,,3.08929,0.89
3,4,,,,70,4,,,,3.05405,0.89
9,3,,,,1,89,,,,3.06667,0.89
8,3,,,,1,82,,,,3.06024,0.89
28,3,,,,1,89,,,,3.27778,0.89
4,3,,,,4,93,,,,3.04124,0.89
3,4,,,,82,7,,,,3.07865,0.89
4,3,,,,5,85,,,,3.05556,0.89
3,3,5.0,,,23,95,5.0,,,3.0813,0.89
7,3,,,,2,88,,,,3.08889,0.89
5,3,,,,1,34,,,,3.05714,0.89
3,4,,,,39,1,,,,3.025,0.89
3,8,,,,55,1,,,,3.08929,0.89
17,3,,,,1,80,,,,3.17284,0.89
3,3,30.0,,,76,92,1.0,,,3.15976,0.89
8,3,3.0,,,1,14,31.0,,,3.1087,0.89
3,5,,,,39,1,,,,3.05,0.89
4,3,,,,7,89,,,,3.07292,0.89
3,3,5.0,,,44,98,8.0,,,3.10667,0.89
6,3,,,,1,53,,,,3.05556,0.89
16,3,3.0,,,1,77,70.0,,,3.08784,0.89
5,3,,,,1,74,,,,3.02667,0.89
3,4,,,,80,3,,,,3.03614,0.89
3,5,,,,100,4,,,,3.07692,0.89
3,5,,,,93,4,,,,3.08247,0.89
10,3,,,,1,78,,,,3.08861,0.89
27,3,,,,1,90,,,,3.26374,0.89
8,3,,,,2,93,,,,3.10526,0.89
3,9,,,,74,1,,,,3.08,0.89
18,3,,,,1,97,,,,3.15306,0.89
24,3,,,,1,90,,,,3.23077,0.89
5,3,,,,1,77,,,,3.02564,0.89
25,3,,,,1,93,,,,3.23404,0.89
3,7,,,,75,2,,,,3.1039,0.89
4,3,,,,2,47,,,,3.04082,0.89
3,11,3.0,,,18,1,43.0,,,3.12903,0.89
9,3,,,,2,76,,,,3.15385,0.89
3,9,,,,64,1,,,,3.09231,0.89
3,4,,,,59,5,,,,3.07812,0.89
9,3,3.0,,,2,98,18.0,,,3.10169,0.89
3,5,,,,68,4,,,,3.11111,0.89
3,5,,,,44,2,,,,3.08696,0.89
3,10,3.0,,,28,1,76.0,,,3.06667,0.89
3,4,,,,64,7,,,,3.09859,0.89
28,3,3.0,,,1,64,47.0,,,3.22321,0.89
4,3,,,,4,89,,,,3.04301,0.89
7,3,,,,1,100,,,,3.0396,0.89
3,4,,,,71,2,,,,3.0274,0.89
15,3,,,,1,94,,,,3.12632,0.89
7,3,,,,2,83,,,,3.09412,0.89
25,3,,,,1,79,,,,3.275,0.89
3,4,,,,37,2,,,,3.05128,0.89
3,8,,,,87,2,,,,3.11236,0.89
4,3,,,,1,20,,,,3.04762,0.89
3,4,,,,59,2,,,,3.03279,0.89
4,3,,,,1,14,,,,3.06667,0.89
4,3,6.0,5.0,,4,89,1.0,1.0,,3.09474,0.89
3,4,,,,47,3,,,,3.06,0.89
3,17,,,,79,1,,,,3.175,0.89
4,3,,,,6,90,,,,3.0625,0.89
4,3,,,,5,70,,,,3.06667,0.89
3,5,,,,99,3,,,,3.05882,0.89
3,4,,,,35,4,,,,3.10256,0.89
7,3,,,,1,51,,,,3.07692,0.89
20,3,,,,1,85,,,,3.19767,0.89
3,7,,,,88,1,,,,3.04494,0.89
3,4,3.0,,,80,19,48.0,,,3.12925,0.89
3,4,,,,92,10,,,,3.09804,0.89
3,4,,,,84,1,,,,3.01176,0.89
3,14,,,,73,1,,,,3.14865,0.89
4,3,,,,7,96,,,,3.06796,0.89
16,3,,,,1,94,,,,3.13684,0.89
12,3,,,,1,74,,,,3.12,0.89
3,9,,,,40,1,,,,3.14634,0.89
21,3,,,,1,75,,,,3.23684,0.89
10,3,,,,1,86,,,,3.08046,0.89
4,3,,,,1,28,,,,3.03448,0.89
14,3,,,,1,72,,,,3.15068,0.89
3,4,,,,70,5,,,,3.06667,0.89
3,16,3.0,,,59,1,89.0,,,3.08725,0.89
5,3,,,,1,100,,,,3.0198,0.89
3,10,,,,54,1,,,,3.12727,0.89
4,3,,,,5,94,,,,3.05051,0.89
12,3,,,,1,66,,,,3.13433,0.89
26,3,,,,1,99,,,,3.23,0.89
5,3,,,,4,80,,,,3.09524,0.89
4,3,,,,4,87,,,,3.04396,0.89
4,3,,,,1,67,,,,3.01471,0.89
3,5,,,,66,1,,,,3.02985,0.89
3,4,3.0,,,46,5,20.0,,,3.07042,0.89
4,3,,,,7,82,,,,3.07865,0.89
9,3,,,,1,99,,,,3.06,0.89
3,3,3.0,11.0,,82,48,92.0,2.0,,3.07143,0.89
4,3,,,,5,41,,,,3.1087,0.89
4,3,,,,1,46,,,,3.02128,0.89
3,20,,,,80,1,,,,3.20988,0.89
3,4,,,,91,4,,,,3.04211,0.89
3,3,11.0,,,64,58,1.0,,,3.06504,0.89
3,5,,,,85,4,,,,3.08989,0.89
6,3,,,,2,95,,,,3.06186,0.89
23,3,,,,1,75,,,,3.26316,0.89
3,16,3.0,,,94,2,59.0,,,3.16774,0.89
3,5,,,,99,1,,,,3.02,0.89
5,3,,,,1,62,,,,3.03175,0.89
3,5,,,,21,1,,,,3.09091,0.89
6,3,,,,2,85,,,,3.06897,0.89
3,24,,,,97,1,,,,3.21429,0.89
3,4,,,,64,3,,,,3.04478,0.89
29,3,3.0,,,1,60,87.0,,,3.17568,0.89
3,4,,,,98,1,,,,3.0101,0.89
4,3,,,,7,83,,,,3.07778,0.89
3,12,,,,70,1,,,,3.12676,0.89
25,3,,,,1,87,,,,3.25,0.89
3,4,,,,58,3,,,,3.04918,0.89
3,9,,,,99,2,,,,3.11881,0.89
3,16,,,,95,1,,,,3.13542,0.89
3,4,,,,63,3,,,,3.04545,0.89
3,4,,,,86,2,,,,3.02273,0.89
13,3,,,,1,63,,,,3.15625,0.89
15,3,,,,1,89,,,,3.13333,0.89
4,3,,,,2,35,,,,3.05405,0.89
4,3,,,,1,47,,,,3.02083,0.89
9,3,,,,2,92,,,,3.12766,0.89
3,4,,,,34,1,,,,3.02857,0.89
3,7,,,,64,1,,,,3.06154,0.89
5,3,,,,3,89,,,,3.06522,0.89
3,7,3.0,3.0,,68,2,36.0,57.0,,3.04908,0.89
4,3,,,,5,100,,,,3.04762,0.89
3,4,,,,97,7,,,,3.06731,0.89
5,3,,,,3,85,,,,3.06818,0.89
5,3,3.0,,,2,17,48.0,,,3.0597,0.89
18,3,,,,1,99,,,,3.15,0.89
3,4,,,,15,1,,,,3.0625,0.89
3,4,3.0,,,98,21,88.0,,,3.10145,0.89
9,3,,,,1,90,,,,3.06593,0.89
3,4,,,,46,3,,,,3.06122,0.89
4,3,,,,8,58,,,,3.12121,0.89
3,4,,,,40,2,,,,3.04762,0.89
4,3,3.0,,,12,36,85.0,,,3.09023,0.89
3,6,,,,52,1,,,,3.0566,0.89
12,3,,,,1,77,,,,3.11538,0.89
7,3,,,,2,97,,,,3.08081,0.89
7,3,,,,1,84,,,,3.04706,0.89
9,3,,,,1,91,,,,3.06522,0.89
18,3,,,,1,60,,,,3.2459,0.89
3,5,,,,68,2,,,,3.05714,0.89
3,4,,,,38,2,,,,3.05,0.89
6,3,,,,4,100,,,,3.11538,0.89
10,3,,,,1,75,,,,3.09211,0.89
4,3,,,,1,36,,,,3.02703,0.89
4,3,,,,6,37,,,,3.13953,0.89
3,5,,,,85,2,,,,3.04598,0.89
5,3,,,,1,75,,,,3.02632,0.89
3,4,,,,30,2,,,,3.0625,0.89
4,3,,,,4,98,,,,3.03922,0.89
3,6,,,,72,3,,,,3.12,0.89
3,15,,,,69,1,,,,3.17143,0.89
4,3,,,,4,82,,,,3.04651,0.89
4,3,,,,4,61,,,,3.06154,0.89
3,4,,,,61,1,,,,3.01613,0.89
5,3,,,,2,72,,,,3.05405,0.89
3,4,,,,73,4,,,,3.05195,0.89
3,4,,,,52,6,,,,3.10345,0.89
3,4,,,,85,10,,,,3.10526,0.89
3,4,3.0,,,55,4,29.0,,,3.04545,0.89
3,7,3.0,,,51,1,19.0,,,3.05634,0.89
3,9,,,,62,1,,,,3.09524,0.89
3,4,,,,26,3,,,,3.10345,0.89
3,7,,,,45,1,,,,3.08696,0.89
30,3,,,,1,83,,,,3.32143,0.89
4,3,,,,3,54,,,,3.05263,0.89
4,3,,,,1,32,,,,3.0303,0.89
22,3,,,,1,85,,,,3.22093,0.89
3,4,,,,69,1,,,,3.01429,0.89
3,11,,,,76,1,,,,3.1039,0.89
3,4,,,,63,1,,,,3.01562,0.89
4,3,,,,7,94,,,,3.06931,0.89
3,6,,,,32,1,,,,3.09091,0.89
5,3,,,,2,62,,,,3.0625,0.89
3,17,,,,78,1,,,,3.17722,0.89
3,15,,,,99,1,,,,3.12,0.89
3,5,,,,45,1,,,,3.04348,0.89
12,3,,,,1,73,,,,3.12162,0.89
6,3,,,,3,74,,,,3.11688,0.89
7,3,,,,3,92,,,,3.12632,0.89
4,3,,,,6,48,,,,3.11111,0.89
7,3,,,,1,96,,,,3.04124,0.89
18,3,,,,1,88,,,,3.16854,0.89
6,3,,,,1,36,,,,3.08108,0.89
3,3,4.0,,,33,54,2.0,,,3.02247,0.89
3,5,,,,93,3,,,,3.0625,0.89
4,3,,,,1,19,,,,3.05,0.89
3,23,,,,93,1,,,,3.21277,0.89
14,3,,,,1,79,,,,3.1375,0.89
3,4,,,,73,2,,,,3.02667,0.89
6,3,,,,2,73,,,,3.08,0.89
22,3,,,,1,93,,,,3.20213,0.89
3,4,,,,97,12,,,,3.11009,0.89
4,3,,,,1,13,,,,3.07143,0.89
4,3,,,,6,71,,,,3.07792,0.89
3,3,30.0,,,32,100,1.0,,,3.20301,0.89
12,3,,,,1,67,,,,3.13235,0.89
8,3,,,,1,43,,,,3.11364,0.89
4,3,,,,5,89,,,,3.05319,0.89
3,5,,,,40,2,,,,3.09524,0.89
3,20,,,,70,1,,,,3.23944,0.89
5,3,3.0,,,3,43,60.0,,,3.0566,0.89
3,4,,,,94,9,,,,3.08738,0.89
9,3,3.0,3.0,3.0,5,48,65.0,89.0,27.0,3.12821,0.89
3,6,,,,73,1,,,,3.04054,0.89
21,3,,,,1,78,,,,3.22785,0.89
5,3,,,,1,96,,,,3.02062,0.89
4,3,,,,1,61,,,,3.01613,0.89
3,4,,,,52,3,,,,3.05455,0.89
3,14,3.0,,,6,1,100.0,,,3.1028,0.89
3,7,3.0,,,51,3,89.0,,,3.08392,0.89
4,3,,,,1,66,,,,3.01493,0.89
27,3,,,,1,91,,,,3.26087,0.89
26,3,,,,1,78,,,,3.29114,0.89
3,4,,,,69,6,,,,3.08,0.89
3,21,3.0,,,78,1,96.0,,,3.10286,0.89
3,13,,,,94,1,,,,3.10526,0.89
12,3,3.0,,,1,94,76.0,,,3.05263,0.89
27,3,,,,1,94,,,,3.25263,0.89
20,3,,,,1,83,,,,3.20238,0.89
3,3,4.0,,,97,20,2.0,,,3.01681,0.89
7,3,,,,1,73,,,,3.05405,0.89
3,6,,,,84,1,,,,3.03529,0.89
7,3,,,,2,93,,,,3.08421,0.89
11,3,3.0,,,1,8,77.0,,,3.09302,0.89
6,3,,,,3,86,,,,3.10112,0.89
3,4,,,,77,10,,,,3.11494,0.89
4,3,3.0,,,2,72,99.0,,,3.01156,0.89
12,3,,,,1,82,,,,3.10843,0.89
10,3,,,,1,93,,,,3.07447,0.89
4,3,,,,2,74,,,,3.02632,0.89
3,4,,,,74,2,,,,3.02632,0.89
17,3,,,,1,71,,,,3.19444,0.89
3,4,,,,74,8,,,,3.09756,0.89
3,8,3.0,3.0,,40,1,16.0,79.0,,3.03676,0.89
3,5,,,,60,2,,,,3.06452,0.89
5,3,,,,2,64,,,,3.06061,0.89
3,5,,,,84,4,,,,3.09091,0.89
3,5,,,,50,3,,,,3.11321,0.89
5,3,3.0,,,5,74,67.0,,,3.06849,0.89
3,14,,,,79,1,,,,3.1375,0.89
3,6,,,,96,3,,,,3.09091,0.89
5,3,,,,1,59,,,,3.03333,0.89
14,3,,,,1,78,,,,3.13924,0.89
3,4,,,,91,3,,,,3.03191,0.89
3,18,,,,70,1,,,,3.21127,0.89
11,3,,,,1,92,,,,3.08602,0.89
17,3,,,,1,88,,,,3.1573,0.89
3,5,,,,98,5,,,,3.09709,0.89
5,3,,,,5,79,,,,3.11905,0.89
4,3,,,,3,43,,,,3.06522,0.89
18,3,,,,1,76,,,,3.19481,0.89
